benchmark,satire-noAbs,satire-10_20,satire-15_25,satire-20_40,gappa-abs,gappa-rel,numfuzz,numfuzz-factor,fptaylor-rel,fptaylor-abs,gappa-abs-memory-kb,gappa-rel-memory-kb,numfuzz-memory-kb,numfuzz-factor-memory-kb,fptaylor-memory-kb,gappa-abs-status,gappa-rel-status,numfuzz-status,numfuzz-factor-status,fptaylor-status,satire-noAbs-status,satire-10_20-status,satire-15_25-status,satire-20_40-status
large/poly/Poly16,0.8762445449829102,1.2097980976104736,1.1929931640625,0.915320634841919,0.9387399246200001,,,0.0033590900000000003,108.49027312781999,13.73437192638,33904.0,35520.0,,3168.0,573452.0,failed,failed,success,failed,failed,failed,success,success,success
large/poly/Poly256,930.1737320423126,35.867971420288086,32.86856436729431,28.745508909225464,,,,1.6394386575,,,5125028.0,5120440.0,,87628.0,,failed,failed,success,failed,timeout,timeout,timeout,success,success
large/poly/Poly32,3.4752800464630127,2.8970134258270264,2.575593948364258,2.1627213954925537,5.60273483562,,,0.009488179000000001,,24.36833136104,103752.0,104580.0,,4748.0,1972952.0,failed,failed,success,failed,failed,failed,success,success,success
large/poly/Poly4,0.16062569618225098,0.25090670585632324,0.16518759727478027,0.19723844528198242,0.049623534420000004,,,0.0015521325,17.14631163098,0.18484208492000004,9372.0,7792.0,,3240.0,300300.0,failed,failed,success,failed,failed,failed,success,success,success
large/poly/Poly512,,218.08519411087036,186.37787437438965,162.06120371818542,,,,21.1657302925,,,,,,353144.0,,timeout,timeout,success,failed,timeout,timeout,timeout,timeout,timeout
large/poly/Poly64,19.56283402442932,6.068169116973877,5.7753400802612305,4.855707883834839,37.21399012178,,,0.0374119835,,46.379580669519996,358756.0,358772.0,,8560.0,5950128.0,failed,failed,success,failed,failed,failed,success,success,success
large/poly/Poly8,0.3632075786590576,0.36017274856567383,0.3681957721710205,0.3675868511199951,0.19046951964,,,0.001888093,34.88983771636,1.3370454296999998,15520.0,15512.0,,3212.0,350924.0,failed,failed,success,failed,failed,failed,success,success,success
large/serialsum/serial_sum_1024,,18.082945108413696,15.195615291595459,14.558053255081177,,,1.256564767,,,46.42061575212,,,225904.0,,2316408.0,timeout,timeout,failed,success,timeout,timeout,success,success,success
large/serialsum/serial_sum_128,19.852360010147095,2.0735764503479004,1.7257261276245117,2.016347885131836,73.10919437498,,0.0257999255,,169.74800364664,0.6224101938000001,861824.0,864904.0,6988.0,,3716540.0,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_16,0.12993502616882324,0.15953302383422852,0.16876459121704102,0.19107294082641602,0.21005509370000003,,0.0021593685,,20.326589546759998,0.18325747668000003,18552.0,18584.0,3224.0,,451196.0,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_2048,,55.66379499435425,43.25099968910217,39.0712890625,,,6.056322422999999,,,281.44584017596,,,883668.0,,,timeout,timeout,failed,success,timeout,timeout,success,success,success
large/serialsum/serial_sum_256,156.96124243736267,4.081946134567261,3.4631965160369873,3.48490571975708,,,0.08869841650000002,,18.790163054460002,2.04075064104,3429196.0,3433844.0,17716.0,,153988.0,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_32,0.48366236686706543,0.4191775321960449,0.3697071075439453,0.5252475738525391,1.4340587567199998,,0.0036565040000000005,,42.8997401977,0.20818201008000004,58468.0,60012.0,3176.0,,916528.0,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_4,0.1308424472808838,0.05728960037231445,0.0736691951751709,0.06267213821411133,0.007552631620000001,,0.001109626,,0.17760655202,0.1770147451,5572.0,5576.0,3176.0,,24212.0,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_512,1202.1554536819458,8.378427028656006,7.0442869663238525,6.780622243881226,,,0.3147489605,,213.93287569474,9.0288712318,,,59664.0,,573980.0,timeout,timeout,failed,success,failed,timeout,success,success,success
large/serialsum/serial_sum_64,2.630499839782715,1.028878927230835,0.884941577911377,0.8837234973907471,10.24488777022,,0.008752704,,67.1038086028,0.2979331182,220584.0,219780.0,3936.0,,1717916.0,failed,failed,failed,success,failed,failed,success,success,success
large/serialsum/serial_sum_8,0.07803130149841309,0.0770416259765625,0.07799696922302246,0.06894087791442871,0.035118174700000004,,0.001346042,,8.39363316768,0.17948463820000002,7792.0,8600.0,3212.0,,290328.0,failed,failed,failed,success,failed,failed,success,success,success
matrixDeterminant,,,,,0.23092856928,,0.002280364,0.0032978035,7.92229386518,12.935094287999998,16256.0,16304.0,3188.0,3160.0,202600.0,failed,failed,failed,failed,failed,success,success,success,success
matrixDeterminant2,,,,,0.21677526184,,0.0022386365,0.002459886,17.37661450084,13.29744785432,17032.0,17012.0,3264.0,3228.0,197576.0,failed,failed,failed,failed,failed,success,success,success,success
rigidBody1,,,,,0.036166188700000004,,0.001436719,0.0020350225,0.19454479186,0.19352094404000003,7792.0,7856.0,3168.0,3264.0,24188.0,failed,failed,failed,failed,failed,success,success,success,success
rigidBody2,,,,,0.08238894804000002,,0.0020068630000000002,0.00282609,0.20817601574,0.20206573518000004,10848.0,10932.0,3256.0,3184.0,24264.0,failed,failed,failed,failed,failed,success,success,success,success
sineOrder3,,,,,0.02163752068,,0.0013864095,0.0013529650000000002,0.0206770649,0.020122233720000004,7052.0,7048.0,3136.0,3212.0,6192.0,failed,failed,failed,failed,failed,success,success,success,success
sqroot,,,,,0.10909868418000002,0.10550680826,0.0018423280000000003,0.0027368505000000005,0.026517105060000004,0.02771138964,12420.0,12416.0,3172.0,3152.0,6992.0,failed,failed,failed,failed,failed,success,success,success,success
sum,,,,,0.06132589156,,0.0015235130000000002,0.001978082,0.65440521372,0.39139291740000004,10184.0,10100.0,3228.0,3124.0,24196.0,failed,failed,failed,failed,failed,success,success,success,success
test01_sum3,,,,,0.06065765178,,0.00174433,0.0019404230000000001,0.6769833433000001,0.41669597668,10796.0,10728.0,3792.0,3652.0,24760.0,failed,failed,failed,failed,failed,success,success,success,success
